h3_index,Autoctona,Foranea,ratio
89c2e3109bbffff,6,191,0.030456852791878174
89c2e3109c3ffff,6,149,0.03870967741935484
89c2e3109c7ffff,0,136,0.0
89c2e3109cbffff,1,152,0.006535947712418301
89c2e3109cfffff,10,158,0.05952380952380952
89c2e3109d3ffff,6,152,0.0379746835443038
89c2e3109d7ffff,5,133,0.036231884057971016
89c2e3109dbffff,10,181,0.05235602094240838
89c2e310a03ffff,4,214,0.01834862385321101
89c2e310a07ffff,3,166,0.01775147928994083
89c2e310a0bffff,7,191,0.03535353535353535
89c2e310a0fffff,2,142,0.013888888888888888
89c2e310a13ffff,6,138,0.041666666666666664
89c2e310a17ffff,25,165,0.13157894736842105
89c2e310a1bffff,5,216,0.02262443438914027
89c2e310a23ffff,38,89,0.2992125984251969
89c2e310a27ffff,62,160,0.27927927927927926
89c2e310a2bffff,7,196,0.034482758620689655
89c2e310a2fffff,11,107,0.09322033898305085
89c2e310a33ffff,10,186,0.05102040816326531
89c2e310a37ffff,32,152,0.17391304347826086
89c2e310a3bffff,8,226,0.03418803418803419
89c2e310a43ffff,9,211,0.04090909090909091
89c2e310a47ffff,6,209,0.027906976744186046
89c2e310a4bffff,21,149,0.12352941176470589
89c2e310a4fffff,6,212,0.027522935779816515
89c2e310a53ffff,7,168,0.04
89c2e310a57ffff,15,274,0.05190311418685121
89c2e310a5bffff,3,109,0.026785714285714284
89c2e310a63ffff,18,217,0.07659574468085106
89c2e310a67ffff,5,231,0.0211864406779661
89c2e310a6bffff,11,182,0.05699481865284974
89c2e310a6fffff,16,255,0.05904059040590406
89c2e310a73ffff,8,227,0.03404255319148936
89c2e310a77ffff,7,211,0.03211009174311927
89c2e310a7bffff,4,200,0.0196078431372549
89c2e310a83ffff,0,84,0.0
89c2e310a87ffff,8,137,0.05517241379310345
89c2e310a8bffff,0,17,0.0
89c2e310a8fffff,3,133,0.022058823529411766
89c2e310a97ffff,2,128,0.015384615384615385
89c2e310aa3ffff,5,165,0.029411764705882353
89c2e310aa7ffff,7,187,0.03608247422680412
89c2e310aabffff,8,168,0.045454545454545456
89c2e310aafffff,6,176,0.03296703296703297
89c2e310ab3ffff,5,186,0.02617801047120419
89c2e310ab7ffff,4,193,0.02030456852791878
89c2e310abbffff,4,187,0.020942408376963352
89c2e310ac3ffff,1,156,0.006369426751592357
89c2e310ac7ffff,12,103,0.10434782608695652
89c2e310acbffff,1,241,0.004132231404958678
89c2e310acfffff,17,208,0.07555555555555556
89c2e310ad3ffff,1,76,0.012987012987012988
89c2e310ad7ffff,0,102,0.0
89c2e310adbffff,4,187,0.020942408376963352
89c2e310b03ffff,5,136,0.03546099290780142
89c2e310b07ffff,3,155,0.0189873417721519
89c2e310b0bffff,12,213,0.05333333333333334
89c2e310b0fffff,12,240,0.047619047619047616
89c2e310b13ffff,8,191,0.04020100502512563
89c2e310b17ffff,2,205,0.00966183574879227
89c2e310b1bffff,21,183,0.10294117647058823
89c2e310b23ffff,39,201,0.1625
89c2e310b27ffff,18,218,0.07627118644067797
89c2e310b2bffff,15,232,0.06072874493927125
89c2e310b2fffff,28,147,0.16
89c2e310b33ffff,5,233,0.02100840336134454
89c2e310b37ffff,10,223,0.04291845493562232
89c2e310b3bffff,31,206,0.1308016877637131
89c2e310b43ffff,9,255,0.03409090909090909
89c2e310b47ffff,10,132,0.07042253521126761
89c2e310b4bffff,12,199,0.05687203791469194
89c2e310b4fffff,6,209,0.027906976744186046
89c2e310b53ffff,5,198,0.024630541871921183
89c2e310b57ffff,9,234,0.037037037037037035
89c2e310b5bffff,15,244,0.05791505791505792
89c2e310b63ffff,5,171,0.028409090909090908
89c2e310b67ffff,7,224,0.030303030303030304
89c2e310b6bffff,7,254,0.02681992337164751
89c2e310b6fffff,3,221,0.013392857142857142
89c2e310b73ffff,10,131,0.07092198581560284
89c2e310b77ffff,5,176,0.027624309392265192
89c2e310b7bffff,14,117,0.10687022900763359
89c2e310b83ffff,5,158,0.03067484662576687
89c2e310b87ffff,3,122,0.024
89c2e310b8bffff,6,222,0.02631578947368421
89c2e310b8fffff,10,135,0.06896551724137931
89c2e310b93ffff,8,127,0.05925925925925926
89c2e310b97ffff,2,87,0.02247191011235955
89c2e310b9bffff,7,202,0.03349282296650718
89c2e310ba3ffff,6,181,0.03208556149732621
89c2e310ba7ffff,2,187,0.010582010582010581
89c2e310babffff,7,211,0.03211009174311927
89c2e310bafffff,3,201,0.014705882352941176
89c2e310bb3ffff,2,163,0.012121212121212121
89c2e310bb7ffff,4,132,0.029411764705882353
89c2e310bbbffff,2,157,0.012578616352201259
89c2e310bc3ffff,21,192,0.09859154929577464
89c2e310bc7ffff,39,207,0.15853658536585366
89c2e310bcbffff,18,203,0.08144796380090498
89c2e310bcfffff,5,261,0.018796992481203006
89c2e310bd3ffff,8,142,0.05333333333333334
89c2e310bd7ffff,16,237,0.06324110671936758
89c2e310bdbffff,9,204,0.04225352112676056
89c2e310c03ffff,9,266,0.03272727272727273
89c2e310c07ffff,2,204,0.009708737864077669
89c2e310c0bffff,11,228,0.04602510460251046
89c2e310c0fffff,3,120,0.024390243902439025
89c2e310c13ffff,9,272,0.03202846975088968
89c2e310c17ffff,4,185,0.021164021164021163
89c2e310c1bffff,11,233,0.045081967213114756
89c2e310c23ffff,14,145,0.0880503144654088
89c2e310c27ffff,6,130,0.04411764705882353
89c2e310c2bffff,5,55,0.08333333333333333
89c2e310c2fffff,2,90,0.021739130434782608
89c2e310c33ffff,8,179,0.0427807486631016
89c2e310c37ffff,20,131,0.13245033112582782
89c2e310c3bffff,13,125,0.09420289855072464
89c2e310c43ffff,10,189,0.05025125628140704
89c2e310c47ffff,7,157,0.042682926829268296
89c2e310c4bffff,1,157,0.006329113924050633
89c2e310c4fffff,2,125,0.015748031496062992
89c2e310c53ffff,6,173,0.0335195530726257
89c2e310c57ffff,13,223,0.05508474576271186
89c2e310c5bffff,4,183,0.0213903743315508
89c2e310c63ffff,4,119,0.032520325203252036
89c2e310c6bffff,0,69,0.0
89c2e310c6fffff,0,55,0.0
89c2e310c73ffff,1,75,0.013157894736842105
89c2e310c77ffff,4,38,0.09523809523809523
89c2e310c7bffff,4,45,0.08163265306122448
89c2e310c83ffff,5,145,0.03333333333333333
89c2e310c87ffff,2,112,0.017543859649122806
89c2e310c8bffff,13,230,0.053497942386831275
89c2e310c8fffff,1,177,0.0056179775280898875
89c2e310c93ffff,5,147,0.03289473684210526
89c2e310c97ffff,10,377,0.025839793281653745
89c2e310c9bffff,1,169,0.0058823529411764705
89c2e310ca3ffff,0,120,0.0
89c2e310ca7ffff,16,97,0.1415929203539823
89c2e310cabffff,12,424,0.027522935779816515
89c2e310cafffff,14,231,0.05714285714285714
89c2e310cb3ffff,5,153,0.03164556962025317
89c2e310cb7ffff,11,192,0.054187192118226604
89c2e310cbbffff,2,162,0.012195121951219513
89c2e310cc3ffff,0,175,0.0
89c2e310cc7ffff,1,145,0.00684931506849315
89c2e310ccbffff,6,137,0.04195804195804196
89c2e310ccfffff,6,158,0.036585365853658534
89c2e310cd3ffff,6,117,0.04878048780487805
89c2e310cd7ffff,7,216,0.03139013452914798
89c2e310cdbffff,11,185,0.05612244897959184
89c2e310d03ffff,15,201,0.06944444444444445
89c2e310d07ffff,16,204,0.07272727272727272
89c2e310d0bffff,6,204,0.02857142857142857
89c2e310d0fffff,4,215,0.0182648401826484
89c2e310d13ffff,4,171,0.022857142857142857
89c2e310d17ffff,6,195,0.029850746268656716
89c2e310d1bffff,4,136,0.02857142857142857
89c2e310d23ffff,2,227,0.008733624454148471
89c2e310d27ffff,5,223,0.021929824561403508
89c2e310d2bffff,2,159,0.012422360248447204
89c2e310d2fffff,9,174,0.04918032786885246
89c2e310d33ffff,3,173,0.017045454545454544
89c2e310d37ffff,3,229,0.01293103448275862
89c2e310d3bffff,3,110,0.02654867256637168
89c2e310d43ffff,4,113,0.03418803418803419
89c2e310d47ffff,9,254,0.034220532319391636
89c2e310d4bffff,3,135,0.021739130434782608
89c2e310d4fffff,6,163,0.03550295857988166
89c2e310d53ffff,1,35,0.027777777777777776
89c2e310d57ffff,6,142,0.04054054054054054
89c2e310d63ffff,5,167,0.029069767441860465
89c2e310d67ffff,0,131,0.0
89c2e310d6bffff,6,219,0.02666666666666667
89c2e310d6fffff,7,116,0.056910569105691054
89c2e310d73ffff,5,245,0.02
89c2e310d77ffff,3,131,0.022388059701492536
89c2e310d7bffff,4,204,0.019230769230769232
89c2e310d83ffff,8,135,0.055944055944055944
89c2e310d87ffff,3,174,0.01694915254237288
89c2e310d8bffff,2,116,0.01694915254237288
89c2e310d8fffff,8,134,0.056338028169014086
89c2e310d93ffff,19,146,0.11515151515151516
89c2e310d97ffff,14,176,0.07368421052631578
89c2e310d9bffff,4,148,0.02631578947368421
89c2e310da3ffff,5,123,0.0390625
89c2e310da7ffff,2,254,0.0078125
89c2e310dabffff,1,156,0.006369426751592357
89c2e310dafffff,5,135,0.03571428571428571
89c2e310db3ffff,0,135,0.0
89c2e310db7ffff,0,106,0.0
89c2e310dbbffff,1,226,0.004405286343612335
89c2e310dc3ffff,9,135,0.0625
89c2e310dc7ffff,1,118,0.008403361344537815
89c2e310dcbffff,5,80,0.058823529411764705
89c2e310dcfffff,3,113,0.02586206896551724
89c2e310dd3ffff,7,168,0.04
89c2e310dd7ffff,5,135,0.03571428571428571
89c2e310ddbffff,13,146,0.08176100628930817
89c2e310e03ffff,2,116,0.01694915254237288
89c2e310e07ffff,1,17,0.05555555555555555
89c2e310e0bffff,1,101,0.00980392156862745
89c2e310e0fffff,0,30,0.0
89c2e310e13ffff,2,187,0.010582010582010581
89c2e310e17ffff,1,145,0.00684931506849315
89c2e310e1bffff,12,173,0.06486486486486487
89c2e310e23ffff,0,24,0.0
89c2e310e27ffff,1,188,0.005291005291005291
89c2e310e2fffff,0,17,0.0
89c2e310e33ffff,1,71,0.013888888888888888
89c2e310e37ffff,13,162,0.07428571428571429
89c2e310e43ffff,1,136,0.0072992700729927005
89c2e310e47ffff,2,143,0.013793103448275862
89c2e310e4bffff,9,130,0.06474820143884892
89c2e310e4fffff,8,87,0.08421052631578947
89c2e310e53ffff,3,126,0.023255813953488372
89c2e310e57ffff,1,85,0.011627906976744186
89c2e310e5bffff,3,144,0.02040816326530612
89c2e310e63ffff,2,35,0.05405405405405406
89c2e310e6bffff,1,133,0.007462686567164179
89c2e310e73ffff,2,129,0.015267175572519083
89c2e310e7bffff,3,197,0.015
89c2e310e83ffff,2,84,0.023255813953488372
89c2e310e87ffff,2,145,0.013605442176870748
89c2e310e8bffff,6,116,0.04918032786885246
89c2e310e8fffff,7,144,0.046357615894039736
89c2e310e93ffff,0,89,0.0
89c2e310e97ffff,7,163,0.041176470588235294
89c2e310e9bffff,1,139,0.007142857142857143
89c2e310ea3ffff,3,30,0.09090909090909091
89c2e310ea7ffff,3,97,0.03
89c2e310eabffff,6,136,0.04225352112676056
89c2e310eafffff,13,193,0.06310679611650485
89c2e310eb3ffff,1,159,0.00625
89c2e310eb7ffff,1,12,0.07692307692307693
89c2e310ebbffff,1,158,0.006289308176100629
89c2e310ec3ffff,5,204,0.023923444976076555
89c2e310ec7ffff,8,179,0.0427807486631016
89c2e310ecbffff,2,173,0.011428571428571429
89c2e310ecfffff,1,140,0.0070921985815602835
89c2e310ed3ffff,8,167,0.045714285714285714
89c2e310ed7ffff,5,121,0.03968253968253968
89c2e310edbffff,3,228,0.012987012987012988
89c2e311003ffff,9,13,0.4090909090909091
89c2e311007ffff,0,73,0.0
89c2e31100bffff,2,141,0.013986013986013986
89c2e31100fffff,11,87,0.11224489795918367
89c2e311013ffff,0,17,0.0
89c2e311017ffff,0,39,0.0
89c2e31101bffff,6,144,0.04
89c2e311023ffff,18,149,0.10778443113772455
89c2e311027ffff,2,103,0.01904761904761905
89c2e31102bffff,27,69,0.28125
89c2e31102fffff,14,159,0.08092485549132948
89c2e311033ffff,2,186,0.010638297872340425
89c2e311037ffff,10,79,0.11235955056179775
89c2e31103bffff,8,61,0.11594202898550725
89c2e311043ffff,7,75,0.08536585365853659
89c2e311047ffff,15,60,0.2
89c2e31104bffff,2,157,0.012578616352201259
89c2e31104fffff,2,53,0.03636363636363636
89c2e311053ffff,9,150,0.05660377358490566
89c2e311057ffff,5,242,0.020242914979757085
89c2e31105bffff,8,86,0.0851063829787234
89c2e311063ffff,1,60,0.01639344262295082
89c2e311067ffff,7,36,0.16279069767441862
89c2e31106bffff,9,51,0.15
89c2e31106fffff,3,32,0.08571428571428572
89c2e311073ffff,7,125,0.05303030303030303
89c2e311077ffff,7,96,0.06796116504854369
89c2e31107bffff,8,62,0.11428571428571428
89c2e311083ffff,4,121,0.032
89c2e311087ffff,0,123,0.0
89c2e31108bffff,0,36,0.0
89c2e31108fffff,2,135,0.014598540145985401
89c2e311093ffff,0,1,0.0
89c2e311097ffff,0,46,0.0
89c2e31109bffff,0,41,0.0
89c2e3110a3ffff,2,118,0.016666666666666666
89c2e3110a7ffff,4,166,0.023529411764705882
89c2e3110abffff,1,140,0.0070921985815602835
89c2e3110afffff,1,123,0.008064516129032258
89c2e3110b3ffff,1,150,0.006622516556291391
89c2e3110b7ffff,1,120,0.008264462809917356
89c2e3110bbffff,1,106,0.009345794392523364
89c2e3110c3ffff,2,71,0.0273972602739726
89c2e3110c7ffff,14,138,0.09210526315789473
89c2e3110cbffff,18,124,0.1267605633802817
89c2e3110cfffff,2,177,0.0111731843575419
89c2e3110d3ffff,9,120,0.06976744186046512
89c2e3110d7ffff,2,85,0.022988505747126436
89c2e3110dbffff,21,123,0.14583333333333334
89c2e311103ffff,4,191,0.020512820512820513
89c2e311107ffff,3,171,0.017241379310344827
89c2e31110bffff,6,273,0.021505376344086023
89c2e31110fffff,14,208,0.06306306306306306
89c2e311113ffff,9,153,0.05555555555555555
89c2e311117ffff,0,170,0.0
89c2e31111bffff,4,169,0.023121387283236993
89c2e311123ffff,4,80,0.047619047619047616
89c2e311127ffff,0,33,0.0
89c2e31112bffff,9,91,0.09
89c2e31112fffff,1,21,0.045454545454545456
89c2e311133ffff,0,208,0.0
89c2e311137ffff,1,91,0.010869565217391304
89c2e31113bffff,6,166,0.03488372093023256
89c2e311143ffff,1,187,0.005319148936170213
89c2e311147ffff,4,162,0.024096385542168676
89c2e31114bffff,1,35,0.027777777777777776
89c2e31114fffff,34,119,0.2222222222222222
89c2e311153ffff,13,137,0.08666666666666667
89c2e311157ffff,0,173,0.0
89c2e31115bffff,17,96,0.1504424778761062
89c2e311163ffff,8,193,0.03980099502487562
89c2e311167ffff,5,128,0.03759398496240601
89c2e31116bffff,5,70,0.06666666666666667
89c2e31116fffff,0,107,0.0
89c2e311173ffff,1,246,0.004048582995951417
89c2e311177ffff,3,206,0.014354066985645933
89c2e31117bffff,4,171,0.022857142857142857
89c2e311183ffff,1,243,0.004098360655737705
89c2e311187ffff,4,163,0.023952095808383235
89c2e31118bffff,3,233,0.012711864406779662
89c2e31118fffff,4,172,0.022727272727272728
89c2e311193ffff,14,120,0.1044776119402985
89c2e311197ffff,2,189,0.010471204188481676
89c2e31119bffff,22,171,0.11398963730569948
89c2e3111a3ffff,5,149,0.032467532467532464
89c2e3111a7ffff,1,215,0.004629629629629629
89c2e3111abffff,6,171,0.03389830508474576
89c2e3111afffff,2,157,0.012578616352201259
89c2e3111b3ffff,3,206,0.014354066985645933
89c2e3111b7ffff,13,179,0.06770833333333333
89c2e3111bbffff,0,168,0.0
89c2e3111c3ffff,3,175,0.016853932584269662
89c2e3111c7ffff,3,218,0.013574660633484163
89c2e3111cbffff,2,235,0.008438818565400843
89c2e3111cfffff,6,167,0.03468208092485549
89c2e3111d3ffff,15,144,0.09433962264150944
89c2e3111d7ffff,10,186,0.05102040816326531
89c2e3111dbffff,11,101,0.09821428571428571
89c2e311207ffff,60,44,0.5769230769230769
89c2e31120bffff,0,9,0.0
89c2e31120fffff,8,1,0.8888888888888888
89c2e311223ffff,0,43,0.0
89c2e311227ffff,0,165,0.0
89c2e31122bffff,7,46,0.1320754716981132
89c2e31122fffff,18,63,0.2222222222222222
89c2e311233ffff,0,70,0.0
89c2e311237ffff,0,93,0.0
89c2e31123bffff,36,65,0.3564356435643564
89c2e311283ffff,14,208,0.06306306306306306
89c2e311287ffff,0,77,0.0
89c2e31128bffff,12,22,0.35294117647058826
89c2e31128fffff,0,42,0.0
89c2e311293ffff,2,124,0.015873015873015872
89c2e311297ffff,0,118,0.0
89c2e31129bffff,8,130,0.057971014492753624
89c2e3112a3ffff,14,85,0.1414141414141414
89c2e3112a7ffff,0,49,0.0
89c2e3112abffff,16,29,0.35555555555555557
89c2e3112afffff,22,80,0.21568627450980393
89c2e3112b3ffff,24,135,0.1509433962264151
89c2e3112b7ffff,2,45,0.0425531914893617
89c2e3112bbffff,15,5,0.75
89c2e3112d7ffff,0,11,0.0
89c2e311303ffff,0,30,0.0
89c2e311307ffff,22,26,0.4583333333333333
89c2e31130bffff,22,88,0.2
89c2e31130fffff,18,47,0.27692307692307694
89c2e311313ffff,27,26,0.5094339622641509
89c2e311317ffff,24,7,0.7741935483870968
89c2e31131bffff,35,18,0.660377358490566
89c2e311323ffff,9,8,0.5294117647058824
89c2e311327ffff,2,85,0.022988505747126436
89c2e31132bffff,21,53,0.28378378378378377
89c2e31132fffff,22,43,0.3384615384615385
89c2e311333ffff,6,0,1.0
89c2e311337ffff,0,1,0.0
89c2e31133bffff,13,32,0.28888888888888886
89c2e311343ffff,1,31,0.03125
89c2e311347ffff,0,10,0.0
89c2e31134bffff,2,48,0.04
89c2e31134fffff,0,7,0.0
89c2e311353ffff,6,70,0.07894736842105263
89c2e311357ffff,0,20,0.0
89c2e31135bffff,33,78,0.2972972972972973
89c2e311363ffff,9,72,0.1111111111111111
89c2e311367ffff,7,77,0.08333333333333333
89c2e31136bffff,3,50,0.05660377358490566
89c2e31136fffff,0,67,0.0
89c2e311373ffff,32,78,0.2909090909090909
89c2e311377ffff,39,91,0.3
89c2e31137bffff,0,41,0.0
89c2e311383ffff,15,45,0.25
89c2e311387ffff,13,31,0.29545454545454547
89c2e31138bffff,0,13,0.0
89c2e31138fffff,28,12,0.7
89c2e311393ffff,4,32,0.1111111111111111
89c2e311397ffff,5,90,0.05263157894736842
89c2e31139bffff,10,71,0.12345679012345678
89c2e3113a3ffff,2,32,0.058823529411764705
89c2e3113a7ffff,0,27,0.0
89c2e3113abffff,1,60,0.01639344262295082
89c2e3113afffff,0,1,0.0
89c2e3113b3ffff,21,11,0.65625
89c2e3113b7ffff,0,44,0.0
89c2e3113c3ffff,3,51,0.05555555555555555
89c2e3113c7ffff,21,38,0.3559322033898305
89c2e3113cbffff,1,92,0.010752688172043012
89c2e3113cfffff,8,44,0.15384615384615385
89c2e3113d3ffff,2,52,0.037037037037037035
89c2e3113d7ffff,18,54,0.25
89c2e3113dbffff,24,67,0.26373626373626374
89c2e311403ffff,0,128,0.0
89c2e311407ffff,0,54,0.0
89c2e31140bffff,31,174,0.15121951219512195
89c2e31140fffff,3,123,0.023809523809523808
89c2e311413ffff,4,161,0.024242424242424242
89c2e311417ffff,1,46,0.02127659574468085
89c2e31141bffff,1,94,0.010526315789473684
89c2e311423ffff,0,83,0.0
89c2e311427ffff,3,182,0.016216216216216217
89c2e31142bffff,0,65,0.0
89c2e31142fffff,0,31,0.0
89c2e311433ffff,0,27,0.0
89c2e311437ffff,1,167,0.005952380952380952
89c2e311443ffff,2,122,0.016129032258064516
89c2e311447ffff,4,165,0.023668639053254437
89c2e31144bffff,2,147,0.013422818791946308
89c2e31144fffff,3,143,0.02054794520547945
89c2e311453ffff,5,170,0.02857142857142857
89c2e311457ffff,54,69,0.43902439024390244
89c2e31145bffff,2,171,0.011560693641618497
89c2e311463ffff,4,93,0.041237113402061855
89c2e311467ffff,1,75,0.013157894736842105
89c2e31146bffff,8,176,0.043478260869565216
89c2e31146fffff,3,50,0.05660377358490566
89c2e311473ffff,9,93,0.08823529411764706
89c2e311477ffff,3,121,0.024193548387096774
89c2e31147bffff,3,122,0.024
89c2e311483ffff,5,178,0.0273224043715847
89c2e311487ffff,3,242,0.012244897959183673
89c2e31148bffff,2,170,0.011627906976744186
89c2e31148fffff,2,177,0.0111731843575419
89c2e311493ffff,6,142,0.04054054054054054
89c2e311497ffff,9,173,0.04945054945054945
89c2e31149bffff,7,140,0.047619047619047616
89c2e3114a3ffff,0,83,0.0
89c2e3114abffff,0,65,0.0
89c2e3114afffff,0,114,0.0
89c2e3114b3ffff,1,119,0.008333333333333333
89c2e3114bbffff,3,138,0.02127659574468085
89c2e3114c3ffff,7,59,0.10606060606060606
89c2e3114c7ffff,0,165,0.0
89c2e3114cbffff,0,50,0.0
89c2e3114cfffff,23,71,0.24468085106382978
89c2e3114d3ffff,3,95,0.030612244897959183
89c2e3114d7ffff,0,201,0.0
89c2e3114dbffff,3,27,0.1
89c2e311503ffff,5,158,0.03067484662576687
89c2e311507ffff,9,210,0.0410958904109589
89c2e31150bffff,0,165,0.0
89c2e31150fffff,8,127,0.05925925925925926
89c2e311513ffff,9,158,0.05389221556886228
89c2e311517ffff,9,172,0.049723756906077346
89c2e31151bffff,1,161,0.006172839506172839
89c2e311523ffff,4,171,0.022857142857142857
89c2e311527ffff,49,147,0.25
89c2e31152bffff,5,172,0.02824858757062147
89c2e31152fffff,20,120,0.14285714285714285
89c2e311533ffff,0,161,0.0
89c2e311537ffff,6,172,0.033707865168539325
89c2e31153bffff,4,163,0.023952095808383235
89c2e311543ffff,7,157,0.042682926829268296
89c2e311547ffff,0,39,0.0
89c2e31154bffff,0,200,0.0
89c2e31154fffff,13,97,0.11818181818181818
89c2e311553ffff,9,201,0.04285714285714286
89c2e311557ffff,0,65,0.0
89c2e31155bffff,2,189,0.010471204188481676
89c2e311563ffff,3,139,0.02112676056338028
89c2e311567ffff,6,160,0.03614457831325301
89c2e31156bffff,10,186,0.05102040816326531
89c2e31156fffff,11,141,0.07236842105263158
89c2e311573ffff,0,79,0.0
89c2e311577ffff,6,170,0.03409090909090909
89c2e31157bffff,4,7,0.36363636363636365
89c2e311583ffff,5,173,0.028089887640449437
89c2e311587ffff,0,111,0.0
89c2e31158bffff,3,137,0.02142857142857143
89c2e31158fffff,10,176,0.053763440860215055
89c2e311593ffff,4,149,0.026143790849673203
89c2e311597ffff,2,113,0.017391304347826087
89c2e31159bffff,5,150,0.03225806451612903
89c2e3115a3ffff,8,177,0.043243243243243246
89c2e3115a7ffff,12,204,0.05555555555555555
89c2e3115abffff,0,134,0.0
89c2e3115afffff,3,206,0.014354066985645933
89c2e3115b3ffff,1,177,0.0056179775280898875
89c2e3115b7ffff,7,116,0.056910569105691054
89c2e3115bbffff,3,151,0.01948051948051948
89c2e3115c3ffff,1,33,0.029411764705882353
89c2e3115c7ffff,9,143,0.05921052631578947
89c2e3115cbffff,2,112,0.017543859649122806
89c2e3115cfffff,13,125,0.09420289855072464
89c2e3115d3ffff,6,109,0.05217391304347826
89c2e3115d7ffff,5,149,0.032467532467532464
89c2e3115dbffff,0,6,0.0
89c2e311603ffff,38,50,0.4318181818181818
89c2e311607ffff,3,160,0.018404907975460124
89c2e31160bffff,19,19,0.5
89c2e31160fffff,14,167,0.07734806629834254
89c2e311613ffff,0,52,0.0
89c2e311617ffff,13,101,0.11403508771929824
89c2e311623ffff,1,88,0.011235955056179775
89c2e311627ffff,3,134,0.021897810218978103
89c2e31162bffff,6,164,0.03529411764705882
89c2e31162fffff,5,134,0.03597122302158273
89c2e311633ffff,3,59,0.04838709677419355
89c2e311637ffff,3,125,0.0234375
89c2e31163bffff,6,162,0.03571428571428571
89c2e311663ffff,0,120,0.0
89c2e311667ffff,6,145,0.039735099337748346
89c2e31166bffff,0,8,0.0
89c2e31166fffff,2,160,0.012345679012345678
89c2e311673ffff,2,67,0.028985507246376812
89c2e311677ffff,3,113,0.02586206896551724
89c2e31167bffff,0,17,0.0
89c2e311683ffff,5,173,0.028089887640449437
89c2e311687ffff,6,125,0.04580152671755725
89c2e31168bffff,0,143,0.0
89c2e31168fffff,4,166,0.023529411764705882
89c2e311693ffff,0,26,0.0
89c2e311697ffff,3,170,0.017341040462427744
89c2e31169bffff,0,22,0.0
89c2e3116a3ffff,10,144,0.06493506493506493
89c2e3116a7ffff,20,132,0.13157894736842105
89c2e3116abffff,5,177,0.027472527472527472
89c2e3116afffff,12,133,0.08275862068965517
89c2e3116b3ffff,5,139,0.034722222222222224
89c2e3116b7ffff,10,123,0.07518796992481203
89c2e3116bbffff,6,160,0.03614457831325301
89c2e3116c7ffff,0,4,0.0
89c2e3116d7ffff,0,8,0.0
89c2e311803ffff,6,141,0.04081632653061224
89c2e311807ffff,6,168,0.034482758620689655
89c2e31180bffff,1,169,0.0058823529411764705
89c2e31180fffff,8,63,0.11267605633802817
89c2e311813ffff,8,226,0.03418803418803419
89c2e311817ffff,11,162,0.06358381502890173
89c2e31181bffff,13,129,0.09154929577464789
89c2e311823ffff,11,136,0.07482993197278912
89c2e311827ffff,0,105,0.0
89c2e31182fffff,0,170,0.0
89c2e311833ffff,6,162,0.03571428571428571
89c2e311837ffff,5,237,0.02066115702479339
89c2e31183bffff,4,84,0.045454545454545456
89c2e311843ffff,2,178,0.011111111111111112
89c2e311847ffff,5,189,0.02577319587628866
89c2e31184bffff,1,157,0.006329113924050633
89c2e31184fffff,6,18,0.25
89c2e311853ffff,2,175,0.011299435028248588
89c2e311857ffff,4,148,0.02631578947368421
89c2e31185bffff,4,148,0.02631578947368421
89c2e311863ffff,8,172,0.044444444444444446
89c2e311867ffff,0,23,0.0
89c2e31186bffff,14,158,0.08139534883720931
89c2e31186fffff,4,122,0.031746031746031744
89c2e311873ffff,31,147,0.17415730337078653
89c2e311877ffff,0,58,0.0
89c2e31187bffff,21,145,0.12650602409638553
89c2e311883ffff,7,172,0.03910614525139665
89c2e311887ffff,2,221,0.008968609865470852
89c2e31188bffff,2,204,0.009708737864077669
89c2e31188fffff,9,222,0.03896103896103896
89c2e311893ffff,1,189,0.005263157894736842
89c2e311897ffff,8,263,0.02952029520295203
89c2e31189bffff,1,163,0.006097560975609756
89c2e3118a3ffff,10,216,0.04424778761061947
89c2e3118a7ffff,2,254,0.0078125
89c2e3118abffff,4,189,0.02072538860103627
89c2e3118afffff,4,224,0.017543859649122806
89c2e3118b3ffff,12,170,0.06593406593406594
89c2e3118b7ffff,7,241,0.028225806451612902
89c2e3118bbffff,4,192,0.02040816326530612
89c2e3118c3ffff,1,211,0.0047169811320754715
89c2e3118c7ffff,2,208,0.009523809523809525
89c2e3118cbffff,4,157,0.024844720496894408
89c2e3118cfffff,8,185,0.04145077720207254
89c2e3118d3ffff,5,172,0.02824858757062147
89c2e3118d7ffff,9,195,0.04411764705882353
89c2e3118dbffff,2,136,0.014492753623188406
89c2e311903ffff,8,103,0.07207207207207207
89c2e311907ffff,45,137,0.24725274725274726
89c2e31190bffff,13,73,0.1511627906976744
89c2e31190fffff,8,28,0.2222222222222222
89c2e311913ffff,3,196,0.01507537688442211
89c2e311917ffff,9,205,0.04205607476635514
89c2e31191bffff,7,170,0.03954802259887006
89c2e311923ffff,2,241,0.00823045267489712
89c2e311927ffff,8,219,0.03524229074889868
89c2e31192bffff,0,164,0.0
89c2e31192fffff,2,119,0.01652892561983471
89c2e311933ffff,27,136,0.1656441717791411
89c2e311937ffff,18,121,0.12949640287769784
89c2e31193bffff,15,116,0.11450381679389313
89c2e311943ffff,0,8,0.0
89c2e311947ffff,10,219,0.043668122270742356
89c2e31194bffff,0,101,0.0
89c2e31194fffff,1,145,0.00684931506849315
89c2e311953ffff,12,65,0.15584415584415584
89c2e311957ffff,40,82,0.32786885245901637
89c2e31195bffff,0,21,0.0
