h3_index,Autoctona,Foranea,ratio
89c2e310877ffff,3,299,0.009933774834437087
89c2e31087bffff,2,85,0.022988505747126436
89c2e310887ffff,1,74,0.013333333333333334
89c2e31088bffff,3,110,0.02654867256637168
89c2e31088fffff,18,249,0.06741573033707865
89c2e3108a3ffff,5,191,0.025510204081632654
89c2e3108a7ffff,5,172,0.02824858757062147
89c2e3108abffff,12,271,0.04240282685512368
89c2e3108afffff,3,220,0.013452914798206279
89c2e3108b3ffff,6,120,0.047619047619047616
89c2e3108b7ffff,6,240,0.024390243902439025
89c2e3108bbffff,20,257,0.07220216606498195
89c2e3108c3ffff,23,21,0.5227272727272727
89c2e3108c7ffff,6,177,0.03278688524590164
89c2e3108cbffff,3,63,0.045454545454545456
89c2e3108cfffff,4,195,0.020100502512562814
89c2e3108d3ffff,1,47,0.020833333333333332
89c2e3108d7ffff,0,15,0.0
89c2e3108dbffff,12,129,0.0851063829787234
89c2e310903ffff,6,168,0.034482758620689655
89c2e310907ffff,2,220,0.009009009009009009
89c2e31090bffff,8,163,0.04678362573099415
89c2e31090fffff,4,241,0.0163265306122449
89c2e310913ffff,15,155,0.08823529411764706
89c2e310917ffff,8,187,0.041025641025641026
89c2e31091bffff,11,183,0.05670103092783505
89c2e310923ffff,26,206,0.11206896551724138
89c2e310927ffff,0,1,0.0
89c2e31092bffff,12,287,0.04013377926421405
89c2e31092fffff,38,95,0.2857142857142857
89c2e310933ffff,21,228,0.08433734939759036
89c2e310937ffff,4,133,0.029197080291970802
89c2e31093bffff,3,234,0.012658227848101266
89c2e310943ffff,3,180,0.01639344262295082
89c2e310947ffff,4,180,0.021739130434782608
89c2e31094bffff,6,97,0.05825242718446602
89c2e31094fffff,18,156,0.10344827586206896
89c2e310953ffff,11,144,0.07096774193548387
89c2e310957ffff,7,255,0.026717557251908396
89c2e31095bffff,0,146,0.0
89c2e310963ffff,5,251,0.01953125
89c2e310967ffff,6,285,0.020618556701030927
89c2e31096bffff,1,174,0.005714285714285714
89c2e31096fffff,1,184,0.005405405405405406
89c2e310973ffff,4,250,0.015748031496062992
89c2e310977ffff,13,208,0.058823529411764705
89c2e31097bffff,3,220,0.013452914798206279
89c2e310983ffff,13,126,0.09352517985611511
89c2e310987ffff,11,202,0.051643192488262914
89c2e31098bffff,8,201,0.03827751196172249
89c2e31098fffff,6,194,0.03
89c2e310993ffff,7,191,0.03535353535353535
89c2e310997ffff,15,137,0.09868421052631579
89c2e31099bffff,3,190,0.015544041450777202
89c2e3109a3ffff,14,92,0.1320754716981132
89c2e3109a7ffff,0,37,0.0
89c2e3109abffff,9,192,0.04477611940298507
89c2e3109afffff,4,60,0.0625
89c2e3109b3ffff,7,177,0.03804347826086957
89c2e3109b7ffff,3,118,0.024793388429752067
